Location,Date_Time,Temperature_C,Humidity_pct,Precipitation_mm,Wind_Speed_kmh
Los Angeles,2/12/2024 9:37,-1.77,77.94,1.2,0.61
Houston,5/1/2024 7:58,1.32,53.18,0.34,3.26
Houston,4/20/2024 11:55,4.38,81.5,1.87,15.34
San Jose,3/24/2024 10:50,5.88,35.41,3.46,20.32
San Antonio,4/19/2024 14:27,28,89.34,9.62,22.27
San Diego,1/20/2024 23:13,-4.52,67.89,2.06,24.34
Phoenix,4/3/2024 13:11,2.32,83.92,2.98,18.93
Chicago,1/16/2024 22:07,-0.99,85.51,9.44,16.45
San Diego,2/10/2024 23:34,10.93,30.66,9.43,21.19
Philadelphia,1/3/2024 3:56,-9.11,83.33,3.91,4.88
Los Angeles,3/10/2024 15:38,7.1,78.62,8.97,23.24
New York,2/12/2024 6:27,24.33,67.17,9.38,4.12
San Jose,3/25/2024 4:11,16.68,73.99,7.3,11.67
Philadelphia,2/8/2024 19:31,11.87,88.5,4.56,22.34
Dallas,1/16/2024 18:11,6.39,33.09,3.85,29.68
Chicago,2/28/2024 3:18,-9.66,79.01,4.74,22.53
New York,1/31/2024 12:11,30.88,70.85,5.57,23.87
Los Angeles,3/19/2024 7:00,10.04,76.55,0.77,2.64
Houston,3/2/2024 1:49,9.17,73.24,1.23,29.21
San Diego,1/9/2024 8:36,6.75,66.03,7.16,27.03
San Diego,2/17/2024 20:32,29.34,38.9,8.59,6.34
San Diego,3/8/2024 15:48,24.81,75.82,5.76,12.96
San Jose,4/16/2024 11:39,-6.75,44.58,6.56,26.27
San Jose,4/9/2024 11:38,-2.36,39.62,9.93,25.77
Phoenix,4/2/2024 9:11,37.7,34.73,0.7,23.34
San Diego,2/28/2024 17:22,13.87,55.77,2.43,2.13
San Antonio,5/1/2024 20:09,24.02,81.74,4.66,22.86
San Jose,3/4/2024 10:07,8.46,45.08,0.16,2.26
Chicago,5/4/2024 13:24,35.07,35.62,7.58,7.19
Phoenix,2/6/2024 20:56,-15.1,30.57,6.87,5.2
Phoenix,4/26/2024 4:50,38.3,84.23,1.66,8.38
Dallas,4/9/2024 15:10,-8.58,36.76,2.68,11.67
Los Angeles,1/14/2024 1:27,32.35,73.94,8.95,2.26
New York,4/18/2024 23:50,6.79,63.89,6.02,14.75
New York,4/29/2024 7:22,30.18,63.38,1.59,17.09
Chicago,4/30/2024 18:13,27.16,79.92,5.36,20.79
Dallas,3/8/2024 20:22,37.6,60.58,6.82,24.41
San Antonio,2/21/2024 6:54,-3.5,77.99,3.1,25.25
San Jose,1/11/2024 2:18,29.76,49.59,4.45,5.52
Los Angeles,1/8/2024 16:18,18.55,83.38,9.76,8.62
Phoenix,1/26/2024 1:06,26.55,83.88,12.72,21.01
Los Angeles,3/3/2024 5:43,27.17,31.13,6.01,10.95
Phoenix,5/1/2024 13:13,28.68,44.7,9.57,23.46
Philadelphia,4/25/2024 3:26,-1.48,47.54,9.6,11.01
Phoenix,1/21/2024 17:17,18.65,41.26,4.81,28.93
Phoenix,4/22/2024 7:25,27.65,83.38,5.36,8.41
Dallas,3/26/2024 0:05,24.53,55.85,5.51,25.13
Phoenix,3/21/2024 9:28,25.1,63.03,6.28,6.6
Phoenix,3/28/2024 11:15,13.6,70.64,9.36,9.78
San Jose,4/2/2024 23:18,10.81,76.83,0.35,10.94
San Jose,5/10/2024 17:21,-0.36,40.48,5.2,10.46
San Diego,1/13/2024 0:17,36.67,77.88,6.55,2.36
San Antonio,3/26/2024 0:31,-6.16,80.6,1.15,7.93
San Antonio,2/13/2024 4:31,37.96,56.43,9.58,14.64
Dallas,2/8/2024 6:27,34.51,75.12,1.81,16.88
Dallas,3/14/2024 2:46,13.29,39.55,3.1,4.34
Houston,1/21/2024 5:54,5.29,60.23,3.38,8.58
San Jose,3/25/2024 16:20,30.15,35.93,5.78,6.77
Philadelphia,2/17/2024 10:31,21.88,51.66,9.04,18.49
New York,2/11/2024 17:49,21.25,70,7.83,2.92
New York,5/12/2024 10:20,27.87,52.82,0.13,26.12
Houston,3/27/2024 4:32,26.2,37.14,0.98,4.53
Dallas,4/4/2024 19:10,11.28,88.1,8.37,24.07
San Antonio,4/10/2024 18:57,28.36,45.61,0.11,21.07
Los Angeles,5/13/2024 5:46,8.37,65.24,9.78,28.18
San Diego,2/12/2024 8:11,29.04,56.96,8.42,20.31
Phoenix,3/10/2024 12:20,17.08,67.87,4.16,19.86
Phoenix,3/14/2024 15:51,37.84,70.61,8.45,27.28
New York,2/16/2024 8:01,14.55,66.74,1.92,10.27
Houston,2/22/2024 8:59,10.59,48.01,2.24,25.93
San Diego,2/6/2024 15:16,7.35,31.07,2.49,0.85
Houston,2/22/2024 21:44,33.22,81.93,3.36,29.4
San Antonio,3/1/2024 11:18,2.21,46.59,2.6,12.43
Chicago,1/15/2024 1:02,26.02,40.83,3.75,4.76
Houston,2/11/2024 10:25,12.03,59.52,0.57,16.36
San Diego,4/28/2024 19:46,2.24,79.55,5.76,2.54
Phoenix,4/3/2024 5:35,12.09,72.29,2.06,9.98
San Jose,3/18/2024 1:41,22.23,74.57,3.28,12.89
Phoenix,4/21/2024 10:51,22.48,88.76,8.53,25.47
San Antonio,3/31/2024 19:54,18.84,34.2,8.67,29.24
Houston,4/28/2024 11:44,26.55,33.84,7.08,28.35
San Antonio,4/8/2024 9:53,-3.24,43.29,5.11,6.38
Philadelphia,4/28/2024 14:08,25.64,62.42,6.99,10.9
Chicago,3/1/2024 18:43,-4.49,55.09,8.88,11.95
Los Angeles,2/16/2024 18:31,16.13,57.13,6.1,19.32
San Antonio,4/18/2024 3:21,-9.22,67.12,1.97,21
Philadelphia,5/3/2024 8:11,-2.29,88.7,8.56,24.05
Chicago,2/25/2024 9:41,6.29,35.44,6.88,14.8
Los Angeles,1/30/2024 16:37,16,40.51,9.85,9.3
Chicago,4/17/2024 18:58,5.68,64.03,1.27,3.95
Houston,3/17/2024 13:12,5.53,73.65,9.66,27.66
Phoenix,4/20/2024 23:00,4.05,40.79,3.59,12.88
San Jose,3/23/2024 7:00,31.56,62.21,5.86,29.16
San Jose,5/2/2024 10:28,-8.07,69.09,3.37,8.38
Philadelphia,4/24/2024 9:42,17.4,44.62,3.78,28.26
Philadelphia,4/25/2024 5:27,21.63,66.26,8.87,23.27
Phoenix,2/6/2024 17:17,5.01,56.72,4.17,21.19
San Jose,1/13/2024 23:26,23.23,32.49,1.85,5.82
Philadelphia,3/6/2024 0:25,-8.13,82.28,9.49,3.17
New York,1/5/2024 6:58,16.08,83.98,5.29,28.41
Houston,1/3/2024 10:41,16.23,57.43,1.86,7.92
San Jose,4/7/2024 17:32,29.94,86.91,5.82,23.81
Los Angeles,2/23/2024 17:00,11.24,39.29,4.96,28.08
San Diego,3/27/2024 8:46,26.87,38.03,1.35,9.06
San Diego,2/21/2024 16:40,32.53,69.49,5.89,19.76
Phoenix,2/13/2024 0:53,-4.55,66.84,5.18,23.88
Dallas,5/9/2024 18:56,-5.1,36.1,9.6,8.71
Houston,1/16/2024 5:23,31.52,61.59,2.19,27.69
Philadelphia,1/21/2024 11:43,31.24,86.12,4.66,15.23
Dallas,2/20/2024 22:55,0.62,41.67,8.6,21.02
Los Angeles,2/3/2024 2:55,-1.97,31.1,1.08,0.42
Los Angeles,1/19/2024 5:31,-1.07,48.77,2.23,2
Chicago,4/5/2024 2:17,-2.6,75.1,9.76,15.13
Chicago,5/2/2024 0:29,36.98,83.96,5.69,12.79
Phoenix,4/15/2024 7:49,32.9,54.88,2.68,0.98
San Diego,1/14/2024 5:40,0.93,53.66,7.38,22.23
San Antonio,3/2/2024 0:00,33.8,57.73,0.41,6.74
San Jose,1/5/2024 10:46,-7.13,76.72,6.71,3.4
Philadelphia,3/20/2024 17:07,-3.14,74.94,7.2,24.39
Philadelphia,2/17/2024 15:32,14.05,37.69,9.41,0.09
Phoenix,4/29/2024 1:08,4.32,35.59,8.35,12.64
San Antonio,2/3/2024 14:27,12.53,88.75,5.31,8.58
San Antonio,3/1/2024 22:53,29.43,56.54,4.97,2.65
Philadelphia,2/1/2024 18:25,37.08,42.43,9.89,3.47
San Diego,1/8/2024 9:19,14.62,50.11,5.67,27
New York,2/26/2024 3:49,35.94,48.2,6.05,2.69
Houston,5/11/2024 13:55,18.26,64.83,3.95,18.25
Dallas,2/18/2024 1:39,-3.58,57.55,6.52,22.5
Phoenix,2/29/2024 10:36,32.97,61.22,10.34,6.44
Phoenix,2/24/2024 5:07,2.25,70.11,11.86,19.33
Phoenix,3/26/2024 14:11,17.15,66.94,8.77,4.08
Dallas,2/22/2024 22:17,19.09,44.84,9.79,22.16
Los Angeles,2/25/2024 6:08,35.34,43.29,1.21,22.86
San Jose,2/13/2024 19:29,9.53,87.95,7.51,9.13
Los Angeles,1/2/2024 13:51,6.62,70.52,0.98,19.42
San Diego,1/7/2024 2:39,39.68,67.45,5.65,3.72
Philadelphia,1/8/2024 19:30,17.09,63.7,6.31,27.55
Dallas,3/31/2024 19:10,31.2,68.24,4.44,8.61
Chicago,4/2/2024 8:19,-2.3,36.8,8.88,24.55
Phoenix,4/23/2024 10:44,-5.12,54.84,5.05,25.54
Houston,3/25/2024 10:14,2.01,73.13,3.57,0.84
Chicago,3/29/2024 21:17,37.78,66.05,3.44,20.85
San Antonio,4/11/2024 4:32,-3.08,85.7,4.62,4.11
San Jose,3/4/2024 4:55,9.47,62.48,1.85,0.01
Dallas,4/18/2024 3:26,29.38,36.9,0.23,12.06
New York,4/3/2024 23:57,13.95,87.82,9.22,4.2
New York,5/13/2024 11:12,2.9,71.64,6.15,28.94
Los Angeles,2/23/2024 14:02,17.7,34.29,1.23,13.82
New York,3/7/2024 14:04,19.82,69.06,0.21,3.43
San Antonio,3/13/2024 21:08,20.89,48.5,5.55,28.38
Dallas,3/4/2024 7:42,18.52,58.09,9.05,9.01
Chicago,3/22/2024 15:41,-4.45,59.95,7.75,18.08
San Jose,2/8/2024 0:15,17.09,43.75,3.15,19.14
San Diego,4/11/2024 13:09,16.22,33.03,5.76,19.87
Phoenix,2/5/2024 6:48,34.32,63.14,5.06,2.68
Chicago,2/29/2024 20:15,4.95,87.6,4.79,9.85
Chicago,5/5/2024 9:28,-8.4,67.11,0.53,29.5
Houston,4/12/2024 20:54,38.62,78.23,0.38,12.1
Dallas,2/3/2024 17:22,9.36,56.32,1.26,12.2
San Jose,2/19/2024 3:01,13.32,50.12,9.85,7.47
Chicago,3/14/2024 11:02,31.45,52.95,0.48,9.08
Houston,3/22/2024 15:19,14.14,51.82,5.15,8.55
San Antonio,4/29/2024 15:48,21.01,55.88,5.69,19.26
San Antonio,1/28/2024 17:24,2.86,87,3.54,0.06
San Jose,5/10/2024 22:28,-5.28,78.34,9.72,7.32
Philadelphia,5/13/2024 3:56,9.08,35.44,8.51,2.59
Los Angeles,2/6/2024 13:46,30.99,76.13,0.98,17.87
Dallas,3/10/2024 11:16,-2.15,84.92,0.9,21.67
Dallas,3/13/2024 11:15,36.42,60.13,6.98,5.75
San Antonio,1/13/2024 1:41,27.45,50.49,7.79,2.46
New York,1/2/2024 8:17,4.75,49.48,9.41,27
Dallas,3/15/2024 21:27,34.58,49.15,5.73,20.58
Los Angeles,1/2/2024 23:55,-8.31,49.08,9.99,29.5
San Diego,3/21/2024 8:08,-2.96,89,8.09,28.87
San Diego,3/20/2024 20:32,-7.94,53.07,7.32,28.99
Phoenix,3/11/2024 19:10,34.78,69.84,4.35,23.08
Houston,3/5/2024 16:49,16.08,43.2,0.48,5.27
San Diego,5/4/2024 21:26,28.85,68.69,8.59,3.43
San Jose,2/14/2024 23:39,12.19,42.8,5.94,29.27
San Antonio,4/7/2024 11:38,25.11,46.56,0.85,13.56
San Diego,4/27/2024 22:50,36.55,58.07,2.57,17.72
Chicago,3/19/2024 12:55,16.22,38.12,3.09,18.55
Chicago,1/2/2024 16:57,8.67,54.54,8.38,27.15
Dallas,5/13/2024 3:58,34.82,88.1,2.48,19.81
San Diego,4/6/2024 2:07,-6.86,53.85,2.17,13.2
Houston,1/27/2024 18:19,23.35,37.39,2.37,29.65
Phoenix,1/19/2024 23:31,-13.87,62.36,13.29,5.77
Phoenix,5/11/2024 0:55,33.92,83.68,0.1,16.26
San Jose,5/8/2024 18:36,36.17,62.72,2.91,21.72
Phoenix,2/26/2024 22:27,31.39,86.27,3.52,27.67
Chicago,2/1/2024 19:32,-5.64,35.36,1.25,5.13
Philadelphia,4/10/2024 14:48,1.98,52.83,7.51,16.95
Chicago,1/13/2024 1:35,26.29,66.63,1.08,17.58
Chicago,2/13/2024 21:57,6.62,78.83,3.3,4.32
Houston,4/14/2024 9:00,7.25,51.91,4.11,29.94
San Diego,2/29/2024 6:59,25.91,47.25,1.25,1.24
San Antonio,1/25/2024 20:53,32.92,36.73,4.04,1.05
Los Angeles,2/24/2024 5:46,11.37,81.98,0.06,18.6
Dallas,4/11/2024 13:40,-2.65,63.68,3.14,11.24
Philadelphia,3/27/2024 1:47,-8.61,75.84,9.09,6.88
San Jose,3/6/2024 1:29,7.19,54.87,0.99,11.45
San Antonio,4/30/2024 8:24,27.91,76.51,5.53,10.58
New York,3/16/2024 1:12,1.14,50.07,1.52,26.71
Chicago,2/24/2024 10:36,-0.38,71.54,6.57,20.59
Los Angeles,2/7/2024 21:50,14.22,52.46,8.06,5.71
Dallas,1/13/2024 4:29,0.61,58.78,4.38,18.53
San Jose,3/24/2024 17:09,-3.71,68.83,1.7,4.65
San Antonio,1/11/2024 13:21,15.99,81.53,7.9,24.75
Dallas,1/27/2024 21:53,29.96,52.72,1.49,25.77
Houston,3/15/2024 20:53,6.93,46.01,7.71,15.45
Houston,4/26/2024 8:47,6.55,43.24,2.18,8.35
New York,5/8/2024 20:57,-4.46,55.24,6.47,0.57
San Antonio,1/21/2024 5:37,30.52,64.35,3.6,29.91
San Antonio,4/23/2024 21:29,-3.09,69.62,3.69,25.55
San Diego,2/18/2024 15:26,37.98,53.82,4.13,9.82
New York,1/9/2024 14:37,19.53,77.51,1.57,28.52
Philadelphia,4/10/2024 20:58,6.76,84.39,2.54,20.56
San Antonio,5/14/2024 0:17,5.86,41.98,0.78,22.2
Los Angeles,1/22/2024 11:26,13.07,80.56,6.18,7.28
New York,3/24/2024 14:52,-8.52,51.15,4.15,25.66
San Diego,3/16/2024 15:48,-4.64,70.08,3.8,19.27
Philadelphia,3/17/2024 13:41,-6.64,31.29,3.13,5.42
Phoenix,2/25/2024 4:51,23.35,46.39,5.95,1.59
Phoenix,3/22/2024 0:52,2.93,55.64,8.43,28.76
New York,2/24/2024 5:59,7.66,59.75,6.47,24.49
Phoenix,3/24/2024 8:03,-8.29,80.8,3.98,7.49
Phoenix,3/30/2024 13:53,-7.7,71.16,7,12.94
San Jose,3/27/2024 22:12,4.75,79.67,7.29,23.43
New York,3/5/2024 19:34,14.21,58.29,4.51,16.9
Phoenix,5/13/2024 3:50,38.89,43.78,0.03,26.66
New York,2/17/2024 9:08,-4.46,82.32,0.61,15.27
Phoenix,3/31/2024 9:04,14.39,43.62,5.16,24.33
New York,2/27/2024 8:32,19.98,30.44,1.09,5.65
San Jose,5/3/2024 15:05,15.98,84.5,2.42,24.13
New York,2/25/2024 18:47,27.72,72.15,4.74,25.62
Phoenix,2/23/2024 19:49,1.17,37.97,4.11,24.78
Dallas,3/12/2024 13:41,-6.71,86.91,9.76,6.52
San Antonio,5/8/2024 23:51,1.26,55.82,1.75,10.59
Houston,1/2/2024 10:16,-8.43,73.87,5.91,4.41
San Antonio,5/6/2024 17:46,1.64,60.25,4.81,18.58
Phoenix,3/27/2024 6:22,-7.6,75.34,7.03,3.78
San Diego,1/24/2024 6:40,-1.03,51.99,3.55,11.44
Philadelphia,2/4/2024 1:23,26.02,40.85,9.73,20.22
Chicago,3/21/2024 2:30,4.32,86.53,6.11,25.67
Chicago,3/15/2024 21:06,19.91,37.84,0.16,11.62
Los Angeles,3/2/2024 2:08,9.03,58.8,2.96,14.54
Houston,4/13/2024 11:10,15.04,72.87,5.73,28.9
Los Angeles,5/10/2024 17:42,39.71,52.06,0.69,24.03
San Jose,2/22/2024 16:41,8.75,87.73,0.58,2.4
Chicago,1/6/2024 10:23,-3.08,60.71,4.96,28.19
Los Angeles,2/20/2024 22:36,17.26,33.38,2.18,8.51
San Antonio,1/15/2024 1:06,-9.55,46.14,4.26,3.35
San Jose,4/13/2024 2:46,28.03,86.16,4.24,4.02
Philadelphia,3/28/2024 17:31,14.26,80.26,5.83,7.44
Dallas,4/8/2024 9:52,27.56,41.97,8.45,11.14
Los Angeles,1/7/2024 4:45,29.94,30.77,2.11,8.15
San Jose,2/8/2024 15:56,18.22,64.65,0.05,2.87
San Antonio,5/7/2024 11:27,28.56,49.31,5.79,0.67
Los Angeles,4/27/2024 14:49,22.81,76.46,9.18,5.85
Dallas,5/7/2024 4:02,32.51,37.3,3.72,28.92
Houston,3/4/2024 15:43,11.19,37.86,1.67,4.24
San Jose,2/29/2024 17:07,38.2,35.82,2.72,5.49
San Antonio,5/4/2024 7:38,14.42,76.21,1.39,29.98
Dallas,3/13/2024 20:07,24.16,30.12,9.2,18.15
Phoenix,1/5/2024 9:51,11.37,72.99,9.98,4.28
New York,3/26/2024 1:40,18.07,50.79,4.78,11.73
New York,2/14/2024 16:17,10.7,39.21,3.91,0.27
Houston,3/30/2024 7:13,31.88,32.39,1.19,24.47
Houston,2/17/2024 15:42,-1.97,82.72,2.64,4.3
Houston,3/24/2024 1:39,39.93,65.53,9.17,28.67
Dallas,4/7/2024 15:36,32.43,83.32,0.59,16.22
San Diego,3/31/2024 3:55,33.75,76.31,9.65,12.23
San Antonio,2/7/2024 17:21,39.58,54.07,9.49,25.05
New York,3/23/2024 19:42,32.48,49.28,2.23,15.94
Houston,1/27/2024 16:25,19.02,78.89,3.6,21.35
Houston,3/15/2024 18:51,28.96,47.54,1.26,18.49
San Diego,4/25/2024 10:30,-8.42,71.52,2.87,10.46
Chicago,5/11/2024 22:17,8.74,41.24,4.24,17.75
San Jose,5/4/2024 9:39,34.07,43.74,2.85,18.44
Los Angeles,2/20/2024 20:19,13.25,67.98,7.58,10.21
Dallas,2/9/2024 23:00,14.26,33.86,2.15,2.55
San Antonio,1/19/2024 11:34,6.45,48.94,3.56,15.39
San Diego,3/14/2024 2:29,25.92,59.09,1.57,15.04
Phoenix,2/3/2024 16:24,-2.03,76.72,13.39,24.85
Los Angeles,5/11/2024 0:52,-2.62,88.34,8.64,29.91
San Jose,1/17/2024 13:49,22.7,42.85,7.47,0.77
Philadelphia,2/1/2024 6:50,-5.36,66.45,4.84,16.61
Chicago,5/2/2024 0:43,18.26,34.28,5.81,2.65
Houston,4/16/2024 7:56,5.62,80.7,7.19,2.69
New York,3/16/2024 2:29,24.11,36.68,9.91,26.21
Philadelphia,2/16/2024 16:25,-3.66,41.53,5.07,1.04
Philadelphia,2/18/2024 12:03,15.82,56.87,6.25,8.68
Phoenix,3/4/2024 14:59,26.16,35.71,9.83,0.18
San Jose,2/10/2024 9:36,2.18,67.32,1.47,6.65
San Antonio,4/3/2024 20:08,-4.62,43.66,9.64,28.01
Chicago,2/1/2024 19:27,17.52,66.78,6.44,1.02
Los Angeles,4/20/2024 8:13,21.36,59.57,2.72,3.82
Los Angeles,4/10/2024 10:24,24.29,42.05,8.88,14.44
Phoenix,1/1/2024 5:21,10.63,45.96,10.96,14.01
Philadelphia,2/12/2024 22:08,37.31,56.69,8.38,8.1
Los Angeles,2/22/2024 0:36,1.17,68.94,8.08,20.76
Chicago,2/20/2024 5:36,9.81,48.26,3.05,17.5
Los Angeles,2/12/2024 8:08,24.04,47.71,2.67,22.07
Philadelphia,2/25/2024 8:46,-1.81,87.98,4.13,11.38
Houston,4/23/2024 12:09,34.78,68.69,4.1,15.09
San Antonio,3/2/2024 18:15,19.61,87.32,5.28,3.61
San Diego,5/10/2024 23:37,-6.16,76.93,1.18,17.09
San Diego,4/26/2024 12:59,-3.17,36.45,7.79,3.99
New York,1/13/2024 12:14,8.51,73.03,5.98,21.23
Chicago,2/13/2024 1:05,14.47,38.41,4.24,15.04
Los Angeles,4/4/2024 4:29,28.2,58.31,1.47,8.26
Houston,1/18/2024 4:23,7.59,45.98,5.05,2.92
Philadelphia,2/10/2024 4:58,-8.13,44.92,8.91,5.66
Phoenix,2/17/2024 5:51,23.58,73.54,8.06,28.08
Houston,1/31/2024 9:18,10.45,48.07,3.29,2.13
San Diego,4/2/2024 15:29,24.01,75.89,0.28,21.04
San Jose,1/10/2024 12:53,32.6,30.18,8.43,5.24
San Jose,5/12/2024 14:45,30.98,56.97,9.6,11.96
Los Angeles,2/9/2024 8:28,17.2,72.65,8.99,16.88
Dallas,1/30/2024 7:11,3.77,75.66,2.19,8.91
Houston,2/17/2024 20:01,31.61,88.05,2.15,3.17
Chicago,3/7/2024 23:54,11.49,64.74,9.01,12.79
Phoenix,4/8/2024 16:08,24.95,57.59,3.68,15.34
Chicago,2/4/2024 22:12,39.1,56,2.12,28.58
New York,1/27/2024 8:38,16.95,59.18,2.02,10.91
San Antonio,3/1/2024 16:38,3.25,44.34,7.25,18.06
Los Angeles,4/25/2024 6:47,-2.21,66.6,6.9,23.51
Philadelphia,3/11/2024 4:48,24.35,67.01,5.45,3.46
San Jose,3/18/2024 9:49,18.43,35.93,7.4,7.85
San Antonio,5/8/2024 14:18,27.12,39.83,1.98,0.78
Dallas,4/6/2024 11:53,7.99,68.22,0.65,11.78
Dallas,2/17/2024 12:41,31.55,61.1,7.56,0.77
Dallas,2/2/2024 21:30,32.79,44.08,2.15,21.49
San Jose,1/13/2024 16:31,10.26,42.36,3.92,4.1
New York,4/21/2024 0:01,5.57,86.53,1.02,14.83
Houston,5/6/2024 1:41,-5.62,46.46,0.47,3.77
San Jose,5/18/2024 17:12,30.14,55.9,4.38,4.23
New York,4/12/2024 19:54,39.95,63.02,8.69,1.45
Los Angeles,1/4/2024 15:16,-0.1,86.47,8.07,27.17
San Jose,5/15/2024 17:03,21.54,78.64,1.33,25.36
Los Angeles,4/24/2024 14:43,39.96,33.97,7.07,28.3
Chicago,1/29/2024 8:46,2.48,54.14,7.52,3.52
Houston,2/25/2024 4:27,-3.25,84.75,8.48,2.23
Chicago,5/17/2024 12:08,29.9,46.78,2.23,0.97
Phoenix,1/16/2024 22:15,-1.57,87.57,7.04,17.92
Houston,4/1/2024 19:04,38.87,71.43,5.44,24.75
New York,2/22/2024 13:22,-5.58,30.03,5.69,17.22
Los Angeles,3/7/2024 3:02,37.29,58.91,8.81,15.37
San Jose,2/29/2024 3:13,23.09,72.32,8.67,9.48
San Diego,4/7/2024 4:08,-7.78,66.84,5.35,19.5
Los Angeles,3/11/2024 0:07,19.66,50.16,0.76,15.09
San Antonio,5/2/2024 8:26,5.57,47.52,8.82,12.26
San Jose,1/24/2024 11:00,37.87,74.22,4.2,8.21
Houston,4/25/2024 8:52,27.13,53.69,9.23,1.22
Phoenix,1/24/2024 5:29,-0.81,49.74,3.1,24.5
Dallas,3/19/2024 18:16,1.66,40.38,7.46,25.24
San Jose,1/25/2024 19:18,-5.63,32.65,1.02,2.24
Chicago,1/18/2024 4:09,21.72,63.55,4.87,27.75
San Jose,5/15/2024 14:53,-1.84,61.49,6.64,3.6
San Diego,3/30/2024 18:22,38.43,41.13,4.19,24.16
San Jose,3/1/2024 21:50,32.45,89.55,6.86,26.58
San Antonio,4/29/2024 5:46,39.58,41.28,0.04,28.7
Philadelphia,4/11/2024 0:42,2.82,51.97,4.58,11.37
Philadelphia,4/14/2024 23:52,-8.38,79.64,6.79,20.04
Los Angeles,5/10/2024 13:41,39.06,40.01,1.44,22.4
Dallas,1/19/2024 2:33,29.13,33.23,5.56,11.17
San Antonio,2/19/2024 1:27,17.95,35.88,8.02,14.22
New York,1/30/2024 6:06,7.02,45.83,7.32,4.58
Chicago,4/20/2024 18:24,1.14,41.01,8.51,29.39
Los Angeles,2/16/2024 2:40,36.92,66.32,3.34,20.48
Phoenix,1/6/2024 13:14,22.62,76.72,6.98,1.58
Dallas,4/27/2024 19:40,-9.27,69.24,2.54,9.95
Phoenix,3/6/2024 9:32,24.14,73.79,8.24,17.45
Philadelphia,1/16/2024 14:11,16.29,67.51,9.32,14.35
New York,5/11/2024 12:07,13.74,30.14,5.87,1.26
Philadelphia,2/10/2024 23:23,-3.12,68.93,2.35,27.37
Phoenix,4/7/2024 3:22,1.88,42.89,6.83,4.1
Chicago,1/24/2024 6:23,9.71,39.98,5.47,10.28
Dallas,1/12/2024 16:22,13.35,36.07,4.06,4.89
Chicago,4/29/2024 15:19,23.33,83.34,1.17,23.25
New York,3/28/2024 0:57,12.12,72.24,1.75,25.44
Phoenix,5/1/2024 13:48,-1.62,34.29,7.78,4.47
Los Angeles,4/21/2024 0:46,0.37,47.69,6.1,19.95
Philadelphia,1/7/2024 12:42,5.82,31.58,7.68,1.73
New York,5/4/2024 21:52,26.49,64.05,2.11,5.71
Phoenix,1/21/2024 1:33,31.3,77.32,4.48,11.83
Chicago,1/26/2024 19:09,35.45,43.23,6.34,4.5
San Diego,1/19/2024 11:17,1.63,87.33,7.62,1.41
San Antonio,1/15/2024 18:17,17.79,53.3,2.65,20.22
Houston,2/29/2024 15:30,18.68,42.85,9.36,12.77
San Antonio,2/17/2024 21:42,-5.29,89.54,6,15.69
Dallas,2/3/2024 9:55,23.37,44.36,9.95,9.24
San Antonio,2/20/2024 12:23,38.31,78.6,3.48,20.6
San Diego,3/18/2024 9:57,31.2,51.37,0.56,1.69
Phoenix,5/16/2024 3:53,-1.39,54.98,8.98,23.7
Houston,1/17/2024 9:34,9.67,47.7,9.39,10.42
San Antonio,2/7/2024 18:08,5.75,71.86,5.04,0.59
Houston,4/18/2024 13:38,13.43,69.88,0.31,18.47
Dallas,2/20/2024 19:39,16.47,46.06,2.89,14.62
San Diego,1/17/2024 9:39,-3.89,55.57,6.48,4.36
Philadelphia,3/9/2024 4:20,39.49,63.67,0.93,27.63
Los Angeles,2/27/2024 22:19,11.77,63.15,6.45,13.24
New York,1/27/2024 9:53,16.27,47.08,3.35,21.69
San Diego,5/17/2024 19:59,-0.54,82.49,7.74,3.9
Dallas,4/6/2024 15:36,-5.3,63.19,9.46,5.68
San Antonio,4/19/2024 12:20,31.85,55.85,4.22,13.18
Phoenix,4/2/2024 3:44,17.68,49.53,6.32,14.66
Philadelphia,1/14/2024 2:47,29.29,50.98,9.34,8.28
Los Angeles,2/7/2024 6:15,28.5,57.09,7.32,2.72
Los Angeles,5/12/2024 14:55,38.68,73.63,8.28,13.88
San Jose,4/26/2024 23:29,22.28,40.06,4.62,8.74
Philadelphia,1/10/2024 6:54,36.68,68.68,2.13,17.37
Dallas,1/11/2024 3:57,1.5,40.88,8.16,29.28
San Diego,5/3/2024 21:56,19.93,58.76,3.06,17.56
Dallas,4/28/2024 8:38,29.68,61.11,5.63,10.42
San Jose,4/1/2024 15:04,23.66,63.68,7.1,14.88
Houston,2/15/2024 22:45,4.51,68.49,5.79,24.55
Chicago,2/2/2024 20:12,31.16,63.66,4.17,2.13
Dallas,3/19/2024 14:27,-2.04,54.71,3.94,8.18
New York,2/21/2024 10:55,32.53,62.62,9.36,13.95
Los Angeles,3/26/2024 11:41,22.05,35.98,8.69,22.74
Phoenix,3/27/2024 14:41,29.01,86.36,0.75,6.84
San Antonio,4/2/2024 21:15,28.04,37.05,6.07,12.69
New York,1/10/2024 0:37,5.57,71.45,7.42,22.95
Philadelphia,3/18/2024 7:42,11.85,48.94,4.25,20.1
San Diego,4/6/2024 6:00,37.61,78.3,6.69,0.21
New York,1/24/2024 12:58,20.92,42.39,4.6,13.88
San Diego,2/24/2024 13:35,39.69,74.12,1.76,9.27
New York,1/31/2024 16:41,-7.46,84.19,5.5,3.51
